Team Name,Wins,Losses,Result,Division,Tournament
RMI - Topini,2,6,36,Open Contender,ets-vienna-2023
WS Incrediballers,1,5,37,Open Contender,ets-vienna-2023
Medium rare,0,5,37,Open Contender,ets-vienna-2023
RCG Weak Circle,0,5,37,Open Contender,ets-vienna-2023
Samu & Simo,1,6,37,Open Contender,ets-vienna-2023
Force and Finesse,0,5,41,Open Contender,ets-vienna-2023
Rotationpoint,7,0,1,Open Advanced,ets-vienna-2023
MRC Vienna Calling,6,1,2,Open Advanced,ets-vienna-2023
Spikebros,6,1,3,Open Advanced,ets-vienna-2023
RF sempre in mezzo,5,3,4,Open Advanced,ets-vienna-2023
Small Scare,5,2,5,Open Advanced,ets-vienna-2023
Gandía best,3,4,6,Open Advanced,ets-vienna-2023
Blue Lake Pikes,5,3,7,Open Advanced,ets-vienna-2023
Berlin calling,3,4,7,Open Advanced,ets-vienna-2023
Greens,4,3,9,Open Advanced,ets-vienna-2023
Backhand is future,4,3,10,Open Advanced,ets-vienna-2023
Served fresh,4,4,11,Open Advanced,ets-vienna-2023
The Empire spikes back,3,4,12,Open Advanced,ets-vienna-2023
Panetta,2,6,13,Open Advanced,ets-vienna-2023
Lord of The Rims,2,5,13,Open Advanced,ets-vienna-2023
ein Lukas kommt selten allein,2,6,15,Open Advanced,ets-vienna-2023
Team Erdbeerkombino,0,7,16,Open Advanced,ets-vienna-2023
smack brothers,0,5,17,Open Advanced,ets-vienna-2023
CANNCELLED,0,0,0,CANCELLED Open Intermediate/Beginner,ets-vienna-2023
tiramisu,7,0,1,Women's Advanced,ets-vienna-2023
Loulolo,7,1,2,Women's Advanced,ets-vienna-2023
real talk,5,2,3,Women's Advanced,ets-vienna-2023
Puces&dives,5,2,4,Women's Advanced,ets-vienna-2023
Smile&Wave,6,2,5,Women's Advanced,ets-vienna-2023
Jump starters,5,3,6,Women's Advanced,ets-vienna-2023
Curly Fries,3,4,7,Women's Advanced,ets-vienna-2023
Haas/Hillemann,2,5,7,Women's Advanced,ets-vienna-2023
Cucciolone guerriere,7,1,9,Women's Advanced,ets-vienna-2023
Marquart/Lang,6,2,10,Women's Advanced,ets-vienna-2023
Rouault/Duport,2,6,11,Women's Advanced,ets-vienna-2023
25.02,4,4,11,Women's Advanced,ets-vienna-2023
cut out,5,3,13,Women's Advanced,ets-vienna-2023
Waves,5,3,14,Women's Advanced,ets-vienna-2023
Amély + Sarah,2,5,15,Women's Advanced,ets-vienna-2023
Cactus Engine,4,4,16,Women's Advanced,ets-vienna-2023
Reonions,6,2,17,Women's Advanced,ets-vienna-2023
Las Chinches,5,3,18,Women's Advanced,ets-vienna-2023
Pura vida,4,3,19,Women's Advanced,ets-vienna-2023
Vienna Roundnet Zombees,3,4,19,Women's Advanced,ets-vienna-2023
Eagle meets Vampire,5,3,21,Women's Advanced,ets-vienna-2023
Zürcher Meitschibei,3,5,22,Women's Advanced,ets-vienna-2023
RCB Snack Attackers,3,5,23,Women's Advanced,ets-vienna-2023
Forfeited,2,5,24,Women's Advanced,ets-vienna-2023
Flowerpower,2,5,25,Women's Advanced,ets-vienna-2023
Capitaine Crochnet,3,5,25,Women's Advanced,ets-vienna-2023
Alvic,3,5,27,Women's Advanced,ets-vienna-2023
Chocolate in the pocket,1,7,28,Women's Advanced,ets-vienna-2023
TBD,1,6,29,Women's Advanced,ets-vienna-2023
The Ballgrabbers,2,6,30,Women's Advanced,ets-vienna-2023
Spippoline,0,7,31,Women's Advanced,ets-vienna-2023
Phineas&Ferb,0,0,0,Women's Advanced - Waiting list,ets-vienna-2023
CANCELLED,0,0,0,CANCELLED Women's Beginner/Intermediate,ets-vienna-2023
Krakaka?,7,1,1,Mixed Advanced,ets-vienna-2023
Superdrop,6,2,2,Mixed Advanced,ets-vienna-2023
UniLey,7,1,3,Mixed Advanced,ets-vienna-2023
Raccooligans,5,3,4,Mixed Advanced,ets-vienna-2023
Diving pANCAKES,7,1,5,Mixed Advanced,ets-vienna-2023
Ananas róse,5,3,6,Mixed Advanced,ets-vienna-2023
Berlinaale,6,2,7,Mixed Advanced,ets-vienna-2023
BigSisLilBro,4,3,7,Mixed Advanced,ets-vienna-2023
ZackZackZack,7,1,9,Mixed Advanced,ets-vienna-2023
Anklebreakers,4,4,10,Mixed Advanced,ets-vienna-2023
Lecca Sbecca,7,2,11,Mixed Advanced,ets-vienna-2023
Future Quatschköpfe,6,3,12,Mixed Advanced,ets-vienna-2023
RR juice gastrico,3,5,13,Mixed Advanced,ets-vienna-2023
Pinkey Jinkey,5,3,14,Mixed Advanced,ets-vienna-2023
Top Tipsy,4,4,15,Mixed Advanced,ets-vienna-2023
Backflick,2,6,16,Mixed Advanced,ets-vienna-2023
Julian und Christin,7,1,17,Mixed Advanced,ets-vienna-2023
Southside Conection,6,2,18,Mixed Advanced,ets-vienna-2023
Bembelballers,6,2,19,Mixed Advanced,ets-vienna-2023
The bear who cried wolf,2,6,20,Mixed Advanced,ets-vienna-2023
Bad salmons,2,5,21,Mixed Advanced,ets-vienna-2023
Spike++,2,5,21,Mixed Advanced,ets-vienna-2023
2stressed2bebest,5,3,23,Mixed Advanced,ets-vienna-2023
oidaaa,2,6,24,Mixed Advanced,ets-vienna-2023
Hommingbirds,6,3,25,Mixed Advanced,ets-vienna-2023
Fynöggi,4,4,26,Mixed Advanced,ets-vienna-2023
Mango juice,4,4,27,Mixed Advanced,ets-vienna-2023
Euro & Pfund,4,5,28,Mixed Advanced,ets-vienna-2023
Quartz,5,4,29,Mixed Advanced,ets-vienna-2023
Felix and Jessi,3,5,30,Mixed Advanced,ets-vienna-2023
Maschinès,3,4,31,Mixed Advanced,ets-vienna-2023
TomTom&LouLou,3,4,31,Mixed Advanced,ets-vienna-2023
Sa Clack,6,1,33,Mixed Advanced,ets-vienna-2023
BoogieBall,6,3,34,Mixed Advanced,ets-vienna-2023
Fake RCG,5,3,35,Mixed Advanced,ets-vienna-2023
Let’s Gogo,4,3,36,Mixed Advanced,ets-vienna-2023
Io e JD,5,2,37,Mixed Advanced,ets-vienna-2023
schkandalös,3,5,38,Mixed Advanced,ets-vienna-2023
Easy Lovers,3,4,39,Mixed Advanced,ets-vienna-2023
3.14159265358979323846264338327950288419,3,5,40,Mixed Advanced,ets-vienna-2023
Cuttivi,5,4,41,Mixed Advanced,ets-vienna-2023
Deadly Flies,4,4,42,Mixed Advanced,ets-vienna-2023
Alina/Madalin,3,5,43,Mixed Advanced,ets-vienna-2023
Flip Flop,3,6,44,Mixed Advanced,ets-vienna-2023
Pocket Science,3,5,45,Mixed Advanced,ets-vienna-2023
Insektentimeout,2,5,46,Mixed Advanced,ets-vienna-2023
Creme Caramel,2,5,47,Mixed Advanced,ets-vienna-2023
Kasan / Caltova,2,5,47,Mixed Advanced,ets-vienna-2023
RCB Rock'n Dive!,4,3,49,Mixed Advanced,ets-vienna-2023
SUI - Gnocchi mit Pecorino,2,4,50,Mixed Advanced,ets-vienna-2023
Granger / Potter,3,5,51,Mixed Advanced,ets-vienna-2023
Team Angio,2,5,52,Mixed Advanced,ets-vienna-2023
Dos Veganos,4,4,53,Mixed Advanced,ets-vienna-2023
Beauty and Cutie,2,7,54,Mixed Advanced,ets-vienna-2023
Betty/Mihai,2,7,55,Mixed Advanced,ets-vienna-2023
Sparrflamme,0,7,56,Mixed Advanced,ets-vienna-2023
Quokkas,4,4,57,Mixed Advanced,ets-vienna-2023
RMI - Cromo,0,6,58,Mixed Advanced,ets-vienna-2023
Blue Lake Pikes,0,7,59,Mixed Advanced,ets-vienna-2023
Flieg Doch!,0,0,0,Mixed Advanced - Waiting list,ets-vienna-2023
happy socks,0,0,0,Mixed Advanced - Waiting list,ets-vienna-2023
CANNCELLED,0,0,0,CANCELLED Mixed Beginner/Intermediate,ets-vienna-2023
